State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Punjab,Ludhiana,Khanna,Mango,Other,Medium,05/08/2025,4000,5000,4500
Punjab,Ludhiana,Khanna,Onion,Other,FAQ,05/08/2025,1200,1600,1300
Punjab,Ludhiana,Ludhiana,"Bitter gourd",Other,FAQ,05/08/2025,1000,1500,1200
Punjab,Ludhiana,Ludhiana,"Bottle gourd",Other,FAQ,05/08/2025,300,800,600
Punjab,Ludhiana,Ludhiana,Colacasia,Other,FAQ,05/08/2025,1000,1300,1200
Punjab,Ludhiana,Ludhiana,Cucumbar(Kheera),Other,FAQ,05/08/2025,700,2000,1000
Punjab,Ludhiana,Ludhiana,Lemon,Other,FAQ,05/08/2025,2000,3000,2500
Punjab,Ludhiana,Ludhiana,"Peas Wet",Other,FAQ,05/08/2025,3000,5000,4000
Punjab,Ludhiana,Sahnewal,"Bhindi(Ladies Finger)",Bhindi,FAQ,05/08/2025,2500,3000,3000
Punjab,Moga,"Kot ise Khan",Brinjal,Other,FAQ,05/08/2025,600,800,700
Punjab,Moga,"Kot ise Khan",Potato,Other,FAQ,05/08/2025,1000,1200,1100
Punjab,Moga,"Nihal Singh Wala",Potato,Other,FAQ,05/08/2025,800,1000,900
Punjab,Mohali,Kurali,"Bottle gourd",Other,FAQ,05/08/2025,1000,1120,1050
Punjab,Mohali,Kurali,Cabbage,Other,FAQ,05/08/2025,1000,1300,1200
Punjab,Mohali,Kurali,Ginger(Dry),Other,FAQ,05/08/2025,7300,7580,7400
Punjab,Mohali,Kurali,Tomato,Other,FAQ,05/08/2025,5500,6000,5800
Punjab,Mohali,Lalru,Banana,Amruthapani,Medium,05/08/2025,4000,4000,4000
Punjab,Mohali,Lalru,"Bhindi(Ladies Finger)",Other,FAQ,05/08/2025,3000,3000,3000
Punjab,Mohali,Lalru,Colacasia,Other,FAQ,05/08/2025,3000,3000,3000
Punjab,Mohali,Lalru,Potato,Other,FAQ,05/08/2025,1000,1100,1100
Punjab,Patiala,Nabha,Ashgourd,Other,FAQ,05/08/2025,1000,1700,1400
Punjab,Patiala,Nabha,Capsicum,Other,FAQ,05/08/2025,2600,4000,3100
Punjab,Patiala,Nabha,Guava,Other,Medium,05/08/2025,2600,4000,3300
Punjab,Patiala,Nabha,"Karbuja(Musk Melon)",Karbhuja,Medium,05/08/2025,4100,4100,4100
Punjab,Patiala,Nabha,Lemon,Other,FAQ,05/08/2025,2000,3000,2400
Punjab,Patiala,Nabha,"Mousambi(Sweet Lime)",Other,Medium,05/08/2025,2400,3400,2800
Punjab,Patiala,Nabha,"Water Melon",Other,Medium,05/08/2025,1800,2600,2300
Punjab,Patiala,Rajpura,Cauliflower,Other,FAQ,05/08/2025,3500,4000,3800
Punjab,Patiala,Rajpura,Cucumbar(Kheera),Other,FAQ,05/08/2025,1400,2000,1800
Punjab,Patiala,Rajpura,"Green Chilli",Other,FAQ,05/08/2025,2500,3500,3000
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Banana,Other,Medium,05/08/2025,3400,3500,3450
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib","Bitter gourd","Bitter Gourd",FAQ,05/08/2025,3100,3200,3150
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Capsicum,Other,FAQ,05/08/2025,4900,5000,4950
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib","Green Chilli",Other,FAQ,05/08/2025,3400,3500,3450
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Lemon,Lemon,FAQ,05/08/2025,4900,5000,4950
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Onion,Other,FAQ,05/08/2025,1800,1900,1850
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Papaya,Other,Medium,05/08/2025,3700,3800,3750
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Pomegranate,Other,Medium,05/08/2025,7400,7500,7450
Punjab,Sangrur,Bhawanigarh,Apple,Other,Medium,05/08/2025,5000,9000,7000
Punjab,Sangrur,Bhawanigarh,Brinjal,Other,FAQ,05/08/2025,3000,3000,3000
Punjab,Sangrur,Bhawanigarh,Capsicum,Other,FAQ,05/08/2025,5000,6000,5500
Punjab,Sangrur,Bhawanigarh,Cowpea(Veg),Other,FAQ,05/08/2025,4000,4100,4050
Punjab,Sangrur,Bhawanigarh,Cucumbar(Kheera),Other,FAQ,05/08/2025,2500,3000,2750
Punjab,Sangrur,Bhawanigarh,"Green Chilli","Green Chilly",FAQ,05/08/2025,3000,3500,3250
Punjab,Sangrur,Bhawanigarh,Pineapple,Other,Medium,05/08/2025,8000,8000,8000
Punjab,Sangrur,Bhawanigarh,Potato,Other,FAQ,05/08/2025,500,600,550
Punjab,Tarntaran,"Naushera Pannuan",Brinjal,Other,FAQ,05/08/2025,2500,2500,2500
Punjab,Tarntaran,Patti,Banana,Other,Medium,05/08/2025,2400,2800,2600
Punjab,Tarntaran,Patti,"Bottle gourd",Other,FAQ,05/08/2025,2500,3000,2800
Punjab,Tarntaran,Patti,Ginger(Dry),Other,FAQ,05/08/2025,3500,4500,4000
Punjab,Tarntaran,Patti,Guava,Other,Medium,05/08/2025,1000,1400,1200
Punjab,Tarntaran,Patti,Potato,Other,FAQ,05/08/2025,500,700,600
Punjab,Tarntaran,Tarantaran,Brinjal,Other,FAQ,05/08/2025,2400,2600,2500
Punjab,Tarntaran,Tarantaran,Pumpkin,Other,FAQ,05/08/2025,2000,2500,2200
Rajasthan,Beawar,Beawar,"Kulthi(Horse Gram)",Other,FAQ,05/08/2025,5700,5750,5725
Rajasthan,Bikaner,"Bikaner (F&V)","Bottle gourd",Other,FAQ,05/08/2025,1100,1300,1200
Rajasthan,Bikaner,"Bikaner (F&V)",Garlic,Other,FAQ,05/08/2025,5400,5600,5500
Rajasthan,Bikaner,"Bikaner (F&V)",Onion,Other,FAQ,05/08/2025,1300,1500,1400
Rajasthan,Bikaner,"Bikaner (F&V)",Tinda,Other,FAQ,05/08/2025,1700,1900,1800
Rajasthan,Bikaner,"Bikaner (F&V)","Water Melon",Other,Medium,05/08/2025,1700,1900,1800
Rajasthan,Churu,Sadulpur,"Bajra(Pearl Millet/Cumbu)",Local,FAQ,05/08/2025,2100,2200,2150
Rajasthan,Dausa,Lalsot,"Barley (Jau)",Other,FAQ,05/08/2025,2100,2105,2103
Rajasthan,Deeg,Sikri,Mustard,"Big 100 Kg",Non-FAQ,05/08/2025,6450,7050,6840
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Guava,Guava,Medium,05/08/2025,5200,5600,5400
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Lime,Other,Medium,05/08/2025,3200,3600,3400
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Onion,Other,FAQ,05/08/2025,1600,2000,1800
Rajasthan,Ganganagar,Suratgarh,Tomato,Deshi,FAQ,05/08/2025,3500,4200,4100
Rajasthan,Hanumangarh,Goluwala,Potato,"(Red Nanital)",FAQ,05/08/2025,1000,1100,1100
Rajasthan,"Jaipur Rural",Bassi,"Bengal Gram(Gram)(Whole)",999,FAQ,05/08/2025,5675,5746,5710
Rajasthan,"Jaipur Rural",Bassi,"Guar Seed(Cluster Beans Seed)",Other,FAQ,05/08/2025,4801,4801,4801
Rajasthan,"Jaipur Rural",Bassi,Mustard,Other,Non-FAQ,05/08/2025,6500,7024,6762
Rajasthan,"Jaipur Rural",Bassi,Onion,Other,Non-FAQ,05/08/2025,1700,2000,1850
Rajasthan,"Jaipur Rural",Bassi,Potato,Other,Non-FAQ,05/08/2025,1800,2000,1900
Rajasthan,"Jaipur Rural",Bassi,Tomato,Other,Non-FAQ,05/08/2025,5400,5600,5500
Rajasthan,Jalore,Jalore,"Bottle gourd",Other,FAQ,05/08/2025,800,1000,900
Rajasthan,Jodhpur,"Jodhpur (F&V)",Garlic,Other,FAQ,05/08/2025,2000,6000,4500
Rajasthan,Jodhpur,"Jodhpur (F&V)",Pomegranate,Other,Medium,05/08/2025,4000,8000,6000
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Beetroot,Other,FAQ,05/08/2025,2000,2800,2500
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Brinjal,Other,FAQ,05/08/2025,1000,2000,1500
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Carrot,Other,FAQ,05/08/2025,1500,1700,1600
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),"Chili Red",Other,FAQ,05/08/2025,1500,2500,2000
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Lemon,Other,FAQ,05/08/2025,1500,2000,1800
Rajasthan,"Jodhpur Rural","Ositan Mathania","Isabgul (Psyllium)","Isabgul (Psyllium)",FAQ,05/08/2025,7000,8000,7500
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)",Banana,Besrai,Local,05/08/2025,5500,6600,6600
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)",Brinjal,Round,Local,05/08/2025,3500,4400,4400
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)",Cabbage,Cabbage,Local,05/08/2025,2500,3400,3400
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)",Coconut,Coconut,Local,05/08/2025,6000,6600,6600
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,05/08/2025,6600,7200,7200
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)",Potato,"(Red Nanital)",Local,05/08/2025,3000,3600,3600
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)",Tomato,Deshi,Local,05/08/2025,5500,6000,6000
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,05/08/2025,3000,3000,3000
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,05/08/2025,8000,8500,8500
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Cabbage,Cabbage,Local,05/08/2025,2500,3000,3000
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Coconut,Coconut,Local,05/08/2025,7000,7500,7500
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,05/08/2025,7500,8500,8500
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,05/08/2025,4000,4500,4500
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,05/08/2025,5500,6000,6000
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,05/08/2025,3000,3500,3500
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,05/08/2025,3200,3600,3600
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,05/08/2025,3000,3200,3200
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,05/08/2025,2500,3000,3000
"Tamil Nadu",Chengalpattu,"Chengalpet(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,05/08/2025,2400,2800,2800
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,05/08/2025,1500,2000,2000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )",Ashgourd,Gouard,Local,05/08/2025,1500,2000,2000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )","Bitter gourd","Bitter Gourd",Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,05/08/2025,1500,2000,2000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )",Cabbage,Cabbage,Local,05/08/2025,1500,2000,2000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,05/08/2025,2500,3000,3000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )",Garlic,Average,Local,05/08/2025,10000,12000,12000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,05/08/2025,5000,6000,6000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )",Grapes,Annabesahai,Local,05/08/2025,8000,10000,10000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,05/08/2025,4000,5000,5000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )",Onion,Bellary,Local,05/08/2025,2500,3000,3000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )",Pomegranate,Pomogranate,Local,05/08/2025,15000,20000,20000
"Tamil Nadu",Chengalpattu,"Guduvancheri(Uzhavar Sandhai )",Raddish,Raddish,Local,05/08/2025,2500,3000,3000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,05/08/2025,5000,6000,6000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,05/08/2025,5000,6000,6000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )","Custard Apple (Sharifa)","Custard Apple(Sharifa)",Local,05/08/2025,4000,5000,5000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )",Drumstick,Drumstick,Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,05/08/2025,6000,7000,7000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )","Knool Khol","Knool Khol",Local,05/08/2025,4000,5000,5000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )","Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,05/08/2025,5000,6000,6000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )",Pomegranate,Pomogranate,Local,05/08/2025,18000,20000,20000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,05/08/2025,1500,2000,2000
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )",Raddish,Raddish,Local,05/08/2025,3500,4500,4500
"Tamil Nadu",Chengalpattu,"Jameenrayapettai(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,05/08/2025,3500,5000,5000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,05/08/2025,2500,3000,3000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,05/08/2025,6000,7000,7000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,05/08/2025,4500,5000,5000
"Tamil Nadu",Chengalpattu,"Madhuranthagam(Uzhavar Sandhai )",Thondekai,Thondekai,Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Chengalpattu,"Medavakkam(Uzhavar Sandhai )",Tomato,Deshi,Local,05/08/2025,3500,4500,4500
"Tamil Nadu",Chengalpattu,"Nanganallur(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,05/08/2025,3000,3500,3500
"Tamil Nadu",Chengalpattu,"Nanganallur(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,05/08/2025,6000,7000,7000
"Tamil Nadu",Chengalpattu,"Nanganallur(Uzhavar Sandhai )",Drumstick,Drumstick,Local,05/08/2025,1800,2000,2000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Brinjal,Round,Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Capsicum,Capsicum,Local,05/08/2025,7000,8000,8000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,05/08/2025,5000,6000,6000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Coconut,Coconut,Local,05/08/2025,7000,7500,7500
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Colacasia,Colacasia,Local,05/08/2025,4500,5000,5000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,05/08/2025,7500,8000,8000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,05/08/2025,24000,25000,25000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Tapioca,Tapioca,Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,05/08/2025,2000,2500,2500
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,05/08/2025,6500,7000,7000
"Tamil Nadu",Chengalpattu,"Thirukalukundram(Uzhavar Sandhai )",Onion,Bellary,Local,05/08/2025,2500,3000,3000
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,05/08/2025,4000,4500,4500
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,05/08/2025,5500,6000,6000
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,05/08/2025,1800,2000,2000
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,05/08/2025,2500,3000,3000
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Carrot,Pusakesar,Local,05/08/2025,7000,7500,7500
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,05/08/2025,4000,4500,4500
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Mango,Safeda,Local,05/08/2025,8000,9000,9000
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,05/08/2025,3400,3800,3800
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )","Sweet Potato","Hosur Red",Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )","Water Melon","Water Melon",Local,05/08/2025,1000,1500,1500
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,05/08/2025,7000,8000,8000
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,05/08/2025,5500,5800,5800
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )",Coconut,Coconut,Local,05/08/2025,6800,7200,7200
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,05/08/2025,5500,6000,6000
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )",Garlic,Average,Local,05/08/2025,13000,16000,16000
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,05/08/2025,5000,6000,6000
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,05/08/2025,6000,7000,7000
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,05/08/2025,17000,19000,19000
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,05/08/2025,7000,8000,8000
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,05/08/2025,8000,8800,8800
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Beetroot,Beetroot,Local,05/08/2025,5000,5500,5500
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,05/08/2025,3000,3600,3600
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Capsicum,Capsicum,Local,05/08/2025,4000,6500,6500
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Carrot,Pusakesar,Local,05/08/2025,7000,7500,7500
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,05/08/2025,2400,2800,2800
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,05/08/2025,4800,5400,5400
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Colacasia,Colacasia,Local,05/08/2025,4500,5000,5000
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )","Custard Apple (Sharifa)","Custard Apple(Sharifa)",Local,05/08/2025,4000,4500,4500
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Lime,Lime,Local,05/08/2025,4000,4500,4500
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )","Onion Green","Onion Green",Local,05/08/2025,3800,4200,4200
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Pineapple,"Pine Apple",Local,05/08/2025,5000,5400,5400
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )",Thondekai,Thondekai,Local,05/08/2025,4000,4600,4600
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,05/08/2025,10000,11000,11000
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Ashgourd,Gouard,Local,05/08/2025,2000,2200,2200
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,05/08/2025,4000,4200,4200
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )","Betal Leaves",Mysore,Local,05/08/2025,17000,17500,17500
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Capsicum,Capsicum,Local,05/08/2025,6000,6500,6500
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Carrot,Pusakesar,Local,05/08/2025,7000,7500,7500
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Cauliflower,Ranchi,Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,05/08/2025,4000,4500,4500
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Drumstick,Drumstick,Local,05/08/2025,2500,2800,2800
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,05/08/2025,5000,5500,5500
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai )",Pumpkin,Pumpkin,Local,05/08/2025,2000,2200,2200
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai )","Amla(Nelli Kai)",Amla,Local,05/08/2025,7500,8500,8500
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,05/08/2025,8000,9000,9000
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai )",Brinjal,Round,Local,05/08/2025,4000,5500,5500
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai )",Cabbage,Cabbage,Local,05/08/2025,2200,2600,2600
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,05/08/2025,4600,5400,5400
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,05/08/2025,2600,3000,3000
"Tamil Nadu",Coimbatore,"Sulur(Uzhavar Sandhai )",Papaya,Papaya,Local,05/08/2025,3000,3400,3400
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,05/08/2025,5500,6000,6000
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Carrot,Pusakesar,Local,05/08/2025,6500,7500,7500
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,05/08/2025,5000,5500,5500
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Cucumbar(Kheera),Cucumbar,Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,05/08/2025,5000,5500,5500
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,05/08/2025,2500,3000,3000
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Tapioca,Tapioca,Local,05/08/2025,2500,3000,3000
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai )",Thondekai,Thondekai,Local,05/08/2025,4500,5000,5000
"Tamil Nadu",Coimbatore,Udumalpet,Cabbage,Cabbage,Local,05/08/2025,2500,3200,3200
"Tamil Nadu",Coimbatore,Udumalpet,"Cluster beans","Cluster Beans",Local,05/08/2025,4500,5000,5000
"Tamil Nadu",Coimbatore,Udumalpet,Coriander(Leaves),"I Sort",Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Coimbatore,Udumalpet,Cucumbar(Kheera),Cucumbar,Local,05/08/2025,4000,6000,6000
"Tamil Nadu",Coimbatore,Udumalpet,"Green Chilli","Green Chilly",Local,05/08/2025,7000,9000,9000
"Tamil Nadu",Coimbatore,Udumalpet,Lemon,Lemon,Local,05/08/2025,6000,7000,7000
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai )","Karbuja(Musk Melon)",Karbhuja,Local,05/08/2025,3500,4000,4000
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai )",Lime,Lime,Local,05/08/2025,4000,4500,4500
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,05/08/2025,1500,2000,2000
